product_name,overall_rating,review
Karatcraft Vinea Yellow Gold Diamond 18 K Ring,4.39,Loved it! Great quality and value for money.
Rock Flip Cover for iPad Air,3.0,"Decent quality, satisfied with the purchase."
Rasianve Silver Jewel Set,3.25,"Good product, but could be better."
DailyObjects Back Cover for Apple iPad 2/3/4,2.54,Has some flaws but works okay.
BlueStone The Grand Master Yellow Gold Diamond 18 K Ring,3.71,Value for money but has some minor issues.
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2.07,Has some flaws but works okay.
Karatcraft Cadena Yellow Gold Diamond 18 K Ring,3.56,"Decent quality, satisfied with the purchase."
Radiant Bay Fancy Ripples Yellow Gold Diamond 14 K Ring,3.57,Value for money but has some minor issues.
Demira Jewels Special Diva Yellow Gold Diamond 14 K Ring,2.19,"Average product, not worth the price."
WhiteGems Mia Band Gold Diamond 18 K Ring,2.78,Not up to the mark. Expected better.
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",3.2,"Decent quality, satisfied with the purchase."
"Rakam Gold Ruby, Diamond Yellow Gold 18 K Ring",4.95,Excellent product! Highly recommended.
"MHK Pouch for Apple iPad Air, Apple iPad Air 2, Apple 4th Generation iPad, Apple iPad 4",4.58,Amazing experience using this. Will buy again!
DailyObjects Back Cover for Apple iPad Mini/Retina Display,2.75,Has some flaws but works okay.
Fullcutdiamond FCDR1889R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,4.61,Loved it! Great quality and value for money.
"Enthopia Back Cover for iPad Air, iPad 5",4.73,Loved it! Great quality and value for money.
DailyObjects Back Cover for Apple iPad Mini/Retina Display,3.55,Value for money but has some minor issues.
Jewels5 Sunnie Yellow Gold Diamond 18 K Ring,2.33,Has some flaws but works okay.
Karatcraft Somina Floral Gold Diamond 18 K Ring,4.18,Loved it! Great quality and value for money.
Adaa Pagdi Ganesh in Yellow Dhoti Showpiece  -  6.8580000000000005 cm,2.75,"Average product, not worth the price."
"DailyObjects Back Cover for Apple iPad 2, 3, 4",4.46,Amazing experience using this. Will buy again!
Karatcraft Cadena Yellow Gold Diamond 18 K Ring,4.52,Amazing experience using this. Will buy again!
"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2.53,Has some flaws but works okay.
BlueStone The Boulevard Yellow Gold Diamond 18 K Ring,2.27,"Average product, not worth the price."
"JBB Combo Of Snooker Cue Professional Snooker, Billiards Cue Stick",4.63,Loved it! Great quality and value for money.
Unique Designes Flip Cover for Apple IPAD PRO(12 INCH),3.14,Value for money but has some minor issues.
Karatcraft Two leaves Yellow Gold Diamond 18 K Ring,2.5,Not up to the mark. Expected better.
DailyObjects Back Cover for Apple iPad 2/3/4,4.03,Loved it! Great quality and value for money.
BlueStone The Jewel Bliss Yellow Gold Diamond 18 K Ring,4.7,Excellent product! Highly recommended.
JLT Sterling Silver Jewel Set,2.75,Not up to the mark. Expected better.
Karatcraft Scalaria Yellow Gold Diamond 18 K Ring,4.8,Amazing experience using this. Will buy again!
"DailyObjects Back Cover for Apple iPad Mini, Retina Display",2.89,Not up to the mark. Expected better.
Fullcutdiamond FCDR7166R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,4.27,Excellent product! Highly recommended.
Fullcutdiamond FCDR8260R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,2.41,Has some flaws but works okay.
Enthopia Back Cover for iPad,4.33,Amazing experience using this. Will buy again!
Radiant Bay Studded Square White Gold Diamond 18 K Ring,4.21,Loved it! Great quality and value for money.
DailyObjects Back Cover for Apple iPad 2/3/4,2.82,"Average product, not worth the price."
Karatcraft Ravishing Embrace Yellow Gold Diamond 18 K Ring,3.68,"Good product, but could be better."
DailyObjects Back Cover for Apple iPad 2/3/4,2.57,Not up to the mark. Expected better.
Rakam Gold Diamond Yellow Gold 18 K Ring,4.51,Excellent product! Highly recommended.
DailyObjects Back Cover for Apple iPad Mini/Retina Display,2.95,Not up to the mark. Expected better.
Jewelhub 18K Hallmarked Certified Diamond Gold 18 K Ring,2.98,"Average product, not worth the price."
"Enthopia Back Cover for iPad Air, iPad 5",4.82,Excellent product! Highly recommended.
Radiant Bay Drizzle White Gold Diamond 14 K Ring,3.19,"Good product, but could be better."
JacknJewel Felicity Diamond Stone Gold 18K Yellow Gold 18 K Ring,4.63,Amazing experience using this. Will buy again!
"DailyObjects Back Cover for Apple iPad 2, 3, 4",2.83,Has some flaws but works okay.
Karatcraft Platzi Yellow Gold Diamond 18 K Ring,2.96,"Average product, not worth the price."
DailyObjects Back Cover for Apple iPad Mini/Retina Display,2.89,Not up to the mark. Expected better.
Amazing India Designer Showpiece  -  15 cm,4.27,Loved it! Great quality and value for money.
"DailyObjects Back Cover for Apple iPad 2, 3, 4",3.75,Value for money but has some minor issues.
Karatcraft Risena Gold Diamond 18 K Ring,2.88,Has some flaws but works okay.
DailyObjects Back Cover for Apple iPad Mini/Retina Display,2.15,"Average product, not worth the price."
Ishin Printed Women's Regular Skirt,2.2,Has some flaws but works okay.
Karatcraft Scalaria Yellow Gold Diamond 18 K Ring,2.33,Not up to the mark. Expected better.
DailyObjects Back Cover for Apple iPad 2/3/4,4.42,Amazing experience using this. Will buy again!
Rakam Gold Diamond 18K White Gold 18 K Ring,3.02,"Good product, but could be better."
Radiant Bay Stone Show Yellow Gold Diamond 14 K Ring,3.93,"Decent quality, satisfied with the purchase."
Karatcraft Scalaria Yellow Gold Diamond 18 K Ring,4.55,Loved it! Great quality and value for money.
Flazee Home Trends Beige 144.78 cm Table Runner,2.7,Not up to the mark. Expected better.
Ratnam Gold Diamond 18 K Ring,5.0,Loved it! Great quality and value for money.
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2.84,"Average product, not worth the price."
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",3.33,"Good product, but could be better."
Karatcraft Twinoh Gold Diamond 18 K Ring,4.79,Amazing experience using this. Will buy again!
"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",4.76,Amazing experience using this. Will buy again!
Karatcraft Escala Yellow Gold Diamond 18 K Ring,3.54,"Decent quality, satisfied with the purchase."
Rakam Gold Diamond 18 K Ring,3.02,"Decent quality, satisfied with the purchase."
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",4.76,Loved it! Great quality and value for money.
Radiant Bay Deluxe Solitaire White Gold Diamond 18 K Ring,2.13,Not up to the mark. Expected better.
DailyObjects Back Cover for Apple iPad Mini/Retina Display,4.63,Amazing experience using this. Will buy again!
Caratcents Gold Diamond Yellow Gold 18 K Ring,2.11,Has some flaws but works okay.
DailyObjects Back Cover for Apple iPad Mini/Retina Display,4.16,Loved it! Great quality and value for money.
BlueStone The Mokya White Gold Diamond 18 K Ring,4.65,Loved it! Great quality and value for money.
Shashvat Jewels Yellow Gold Diamond 9 K Ring,2.32,"Average product, not worth the price."
Karatcraft Platzi Yellow Gold Diamond 18 K Ring,2.73,Not up to the mark. Expected better.
Craftartz Buddha Brass Idol Dhyan Mudra Showpiece  -  14 cm,2.71,Has some flaws but works okay.
DailyObjects Back Cover for Apple iPad 2/3/4,2.51,Has some flaws but works okay.
Radiant Bay Classic Solitaire White Gold Diamond 14 K Ring,3.58,Value for money but has some minor issues.
Radiant Bay Brilliant Knot White Gold Diamond 18 K Ring,3.42,"Good product, but could be better."
DailyObjects Back Cover for Apple iPad 2/3/4,2.24,Has some flaws but works okay.
Vicky Supreme (L) Tennis Ball -   Diameter: 6.5 cm,4.8,Amazing experience using this. Will buy again!
DailyObjects Back Cover for Apple iPad Mini/Retina Display,3.53,Value for money but has some minor issues.
Folklore Solid Women's A-line Skirt,4.0,Excellent product! Highly recommended.
Karatcraft Esperanza Yellow Gold Diamond 18 K Ring,4.19,Excellent product! Highly recommended.
DailyObjects Back Cover for Apple iPad Mini/Retina Display,3.16,Value for money but has some minor issues.
Karatcraft Lyncis Yellow Gold Diamond 18 K Ring,2.75,Not up to the mark. Expected better.
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2.49,Not up to the mark. Expected better.
Karatcraft Lilac Gold Diamond 18 K Ring,2.61,Has some flaws but works okay.
HoA Baby Nappy Set of 6 - Plain Pure Cotton - Assorted,2.0,Not up to the mark. Expected better.
"Enthopia Back Cover for iPad Air, iPad 5",4.7,Excellent product! Highly recommended.
BlueStone The Ema Yellow Gold Diamond 18 K Ring,3.22,"Good product, but could be better."
Karatcraft Collatio Yellow Gold Diamond 18 K Ring,3.49,Value for money but has some minor issues.
DFR Ethnic Diva Lac Jewel Set,2.44,Has some flaws but works okay.
BlueStone Soar Free Yellow Gold Diamond 14 K Ring,3.03,"Decent quality, satisfied with the purchase."
Fullcutdiamond FCDR8274R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,4.66,Loved it! Great quality and value for money.
BMS Lifestyle Book Cover for iPad Mini 2,2.27,Not up to the mark. Expected better.
Radiant Bay Solitaire Charmer Yellow Gold Diamond 18 K Ring,4.09,Loved it! Great quality and value for money.
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",4.25,Excellent product! Highly recommended.
Karatcraft Petunia Set Yellow Gold Diamond 18 K Ring,3.7,"Decent quality, satisfied with the purchase."
"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",3.26,"Decent quality, satisfied with the purchase."
Needbags 400514 R 19 L Laptop Backpack,2.72,Has some flaws but works okay.
Karatcraft Starry Night White Gold Diamond 18 K Ring,4.37,Loved it! Great quality and value for money.
Enthopia Back Cover for iPad Air,3.64,"Good product, but could be better."
H-Cart Durga Maa Showpiece  -  13 cm,4.69,Amazing experience using this. Will buy again!
Radiant Bay Ribbon Ripples Yellow Gold Diamond 18 K Ring,3.42,Value for money but has some minor issues.
Ajile by Pantaloons Graphic Print Women's Round Neck T-Shirt,2.98,Has some flaws but works okay.
Shashvat Jewels White Gold Diamond 9 K Ring,4.25,Loved it! Great quality and value for money.
Vcare VC31 Rucksack  - 52 L,4.92,Excellent product! Highly recommended.
DailyObjects Back Cover for Apple iPad 2/3/4,3.47,Value for money but has some minor issues.
BlueStone The Tahira White Gold Diamond 18 K Ring,2.03,Has some flaws but works okay.
Rock Flip Cover for Tab S 8.4,1.0,Not as described. Waste of money.
Nitein Printed Women's Tube Skirt,4.83,Excellent product! Highly recommended.
BlueStone The Masterstroke White Gold Diamond 14 K Ring,4.1,Excellent product! Highly recommended.
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",4.67,Amazing experience using this. Will buy again!
"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",3.86,"Decent quality, satisfied with the purchase."
Karatcraft Scalaria Yellow Gold Diamond 18 K Ring,2.2,"Average product, not worth the price."
Karatcraft Intima Yellow Gold Diamond 18 K Ring,3.37,Value for money but has some minor issues.
Enthopia Back Cover for iPad,3.37,Value for money but has some minor issues.
SnowFox Multicolor 147.32 cm Table Runner,4.71,Amazing experience using this. Will buy again!
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",3.73,Value for money but has some minor issues.
Karatcraft Lyncis Yellow Gold Diamond 18 K Ring,3.08,"Good product, but could be better."
Jewels5 Makale Yellow Gold Diamond 18 K Ring,4.92,Loved it! Great quality and value for money.
"Enthopia Back Cover for Ipad Air, Ipad 5",2.32,Has some flaws but works okay.
Voylla Alloy Jewel Set,3.53,Value for money but has some minor issues.
"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",4.89,Amazing experience using this. Will buy again!
Karatcraft Zetra Yellow Gold Diamond 18 K Ring,3.08,"Good product, but could be better."
Karatcraft Platzi Yellow Gold Diamond 18 K Ring,2.52,"Average product, not worth the price."
DailyObjects Back Cover for Apple iPad 2/3/4,3.88,"Good product, but could be better."
Shashvat Jewels Yellow Gold Diamond 14 K Ring,4.85,Amazing experience using this. Will buy again!
"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",2.63,Not up to the mark. Expected better.
Karatcraft Dilectus Yellow Gold Diamond 18 K Ring,4.19,Loved it! Great quality and value for money.
DailyObjects Back Cover for Apple iPad 2/3/4,4.41,Loved it! Great quality and value for money.
"Rakam Gold Emerald, Diamond Yellow Gold 14 K Ring",2.65,Not up to the mark. Expected better.
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",3.35,Value for money but has some minor issues.
XQ Chevrolet Camaro,3.9,"Good product, but could be better."
Fullcutdiamond FCDR1829R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,2.49,"Average product, not worth the price."
Radiant Bay Hearty Yellow Gold Diamond 18 K Ring,2.19,Has some flaws but works okay.
DailyObjects Back Cover for Apple iPad Mini/Retina Display,2.14,Not up to the mark. Expected better.
BlueStone Kshitija Yellow Gold Diamond 18 K Ring,4.64,Excellent product! Highly recommended.
Kemei Body Groomer KM-30005 Trimmer For Men,5.0,Amazing experience using this. Will buy again!
"Diti Jewellery Platinum, Gold 18 K Ring",3.5,Value for money but has some minor issues.
Freedom Daisy Solid Women's Regular Skirt,3.31,"Good product, but could be better."
BlueStone The Myrah Yellow Gold Diamond 18 K Ring,4.16,Amazing experience using this. Will buy again!
DailyObjects Back Cover for Apple iPad 2/3/4,2.9,Not up to the mark. Expected better.
Karatcraft Decoro Yellow Gold Diamond 18 K Ring,2.83,"Average product, not worth the price."
Empire Flip Cover for Samsung Galaxy Tab 4 8.0 Lte,2.06,"Average product, not worth the price."
Karatcraft Petunia Set Yellow Gold Diamond 18 K Ring,3.28,"Good product, but could be better."
Karatcraft Gemma Yellow Gold Diamond 18 K Ring,2.3,Has some flaws but works okay.
DailyObjects Back Cover for Apple iPad 2/3/4,3.73,Value for money but has some minor issues.
BlueStone The Sylka Yellow Gold Diamond 18 K Ring,4.18,Loved it! Great quality and value for money.
Capdase Flip Cover for Apple iPad Mini / iPad Mini Retina Display,3.7,"Decent quality, satisfied with the purchase."
Karatcraft Lyncis Yellow Gold Diamond 18 K Ring,2.85,"Average product, not worth the price."
DailyObjects Back Cover for Apple iPad Mini/Retina Display,3.57,"Decent quality, satisfied with the purchase."
Radiant Bay Charismatic White Gold Diamond 14 K Ring,4.33,Excellent product! Highly recommended.
DailyObjects Back Cover for Apple iPad Mini/Retina Display,2.55,Not up to the mark. Expected better.
Jewelshingar Brass Jewel Set,2.7,Has some flaws but works okay.
Karatcraft Princess crown Yellow Gold Diamond 18 K Ring,2.22,Not up to the mark. Expected better.
DailyObjects Back Cover for Apple iPad Mini/Retina Display,3.56,"Decent quality, satisfied with the purchase."
"BlueStone The Bougainvillea White Gold Sapphire, Diamond 18 K Ring",2.48,"Average product, not worth the price."
DailyObjects Back Cover for Apple iPad 2/3/4,2.76,"Average product, not worth the price."
Karatcraft Golden Ribbon Yellow Gold Diamond 18 K Ring,3.67,Value for money but has some minor issues.
United Bags G Checks 35 L Medium Laptop Backpack,2.2,Not up to the mark. Expected better.
DailyObjects Back Cover for Apple iPad Mini/Retina Display,3.0,"Good product, but could be better."
Gift Studios Ganesha Stone Showpiece  -  17.6 cm,3.22,Value for money but has some minor issues.
BlueStone The Tranquil Journey White Gold Diamond 18 K Ring,4.07,Loved it! Great quality and value for money.
"DailyObjects Back Cover for Apple iPad 2, 3, 4",4.6,Excellent product! Highly recommended.
Karatcraft Vina Yellow Gold Diamond 18 K Ring,2.69,"Average product, not worth the price."
BlueStone The Aahna Yellow Gold Diamond 14 K Ring,3.78,"Decent quality, satisfied with the purchase."
"BlueStone The Suneha Yellow Gold Diamond, Ruby 14 K Ring",3.91,"Decent quality, satisfied with the purchase."
Agaro Hair and Beard MT-5099 Trimmer For Men,3.55,"Good product, but could be better."
"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",2.44,Not up to the mark. Expected better.
Radiant Bay Floral Fusion Yellow Gold Diamond 18 K Ring,2.77,Not up to the mark. Expected better.
Radiant Bay Floral Fusion White Gold Diamond 18 K Ring,4.7,Excellent product! Highly recommended.
Decot Paradise Self Design Women's Regular Skirt,2.79,Not up to the mark. Expected better.
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2.29,Not up to the mark. Expected better.
Karatcraft Raciel Gold Diamond 18 K Ring,2.25,"Average product, not worth the price."
DailyObjects Back Cover for Apple iPad 2/3/4,4.95,Loved it! Great quality and value for money.
Radiant Bay Brilliant Knot Yellow Gold Diamond 14 K Ring,3.33,"Decent quality, satisfied with the purchase."
Dicapac Grip Back Cover for Galaxy Note,4.0,Amazing experience using this. Will buy again!
Radiant Bay Classic Solitaire White Gold Diamond 18 K Ring,3.16,Value for money but has some minor issues.
Dhrohar Red 72 cm Table Runner,4.0,Amazing experience using this. Will buy again!
"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",3.13,"Good product, but could be better."
"BlueStone The Kalakriti Yellow Gold Diamond, Emerald 14 K Ring",4.63,Excellent product! Highly recommended.
"DailyObjects Back Cover for Apple iPad 2, 3, 4",3.39,"Good product, but could be better."
"BlueStone The Yorsh White Gold Aquamarine, Diamond 14 K Ring",4.5,Amazing experience using this. Will buy again!
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",4.48,Loved it! Great quality and value for money.
BlueStone Helix Lattice Yellow Gold Diamond 14 K Ring,2.98,Not up to the mark. Expected better.
Rakam Gold Diamond 18K White Gold 18 K Ring,4.04,Excellent product! Highly recommended.
BlueStone The Aleysia Gold Diamond 18 K Ring,3.48,"Good product, but could be better."
Voylla Orange And White Colored With Pacchi Work Alloy Jewel Set,3.21,"Decent quality, satisfied with the purchase."
Radiant Bay Statusque White Gold Diamond 14 K Ring,2.67,Not up to the mark. Expected better.
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",4.35,Loved it! Great quality and value for money.
BlueStone The Carol White Gold Diamond 18 K Ring,4.5,Amazing experience using this. Will buy again!
BlueStone The Masterstroke White Gold Diamond 18 K Ring,2.71,Not up to the mark. Expected better.
DailyObjects Back Cover for Apple iPad 2/3/4,4.24,Loved it! Great quality and value for money.
Puma Kids Casual Graphic 18 L Backpack,2.88,"Average product, not worth the price."
Karatcraft Viña Yellow Gold Diamond 18 K Ring,2.11,Not up to the mark. Expected better.
Diti Jewellery Platinum Ring,3.35,"Good product, but could be better."
Karatcraft Intima Yellow Gold Diamond 18 K Ring,3.9,"Good product, but could be better."
Enthopia Back Cover for iPad,3.03,Value for money but has some minor issues.
Cotton Breeze Printed Women's Tiered Skirt,3.09,Value for money but has some minor issues.
Karatcraft Cadena Yellow Gold Diamond 18 K Ring,3.8,"Good product, but could be better."
DailyObjects Back Cover for Apple iPad 2/3/4,3.24,"Decent quality, satisfied with the purchase."
Karatcraft Civita Gold Diamond 18 K Ring,3.72,"Good product, but could be better."
"DailyObjects Back Cover for Apple iPad 2, 3, 4",2.69,Has some flaws but works okay.
Radiant Bay Charismatic Yellow Gold Diamond 14 K Ring,3.62,"Decent quality, satisfied with the purchase."
DailyObjects Back Cover for Apple iPad 2/3/4,4.15,Amazing experience using this. Will buy again!
Shashvat Jewels White Gold Diamond 14 K Ring,4.92,Amazing experience using this. Will buy again!
Havells Crabtree - Murano 10 One Way Electrical Switch,3.09,"Good product, but could be better."
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",4.32,Amazing experience using this. Will buy again!
BlueStone The Sylka Yellow Gold Diamond 14 K Ring,2.79,Has some flaws but works okay.
Radiant Bay Hearty White Gold Diamond 14 K Ring,4.49,Loved it! Great quality and value for money.
DailyObjects Back Cover for Apple iPad Mini with Retina Display,2.65,Has some flaws but works okay.
Radiant Bay Knuckle Delight White Gold Diamond 14 K Ring,4.93,Excellent product! Highly recommended.
"Rakam Gold Emerald, Diamond 18 K Ring",4.33,Loved it! Great quality and value for money.
Avarnas Solid Women's V-neck T-Shirt,4.99,Excellent product! Highly recommended.
"DailyObjects Back Cover for Apple iPad Mini, Retina Display",4.89,Amazing experience using this. Will buy again!
DailyObjects Back Cover for Apple iPad Mini/Retina Display,2.92,Has some flaws but works okay.
Jewels5 Petra Gold Diamond 18 K Ring,2.29,Has some flaws but works okay.
"Rakam Gold Emerald, Diamond Yellow Gold 18 K Ring",2.65,Not up to the mark. Expected better.
Radiant Bay Floral Fusion White Gold Diamond 18 K Ring,4.86,Loved it! Great quality and value for money.
Golmaalshop Showpiece  -  3.3 cm,2.26,Has some flaws but works okay.
BMS Lifestyle Book Cover for Apple iPad Mini C157,2.67,Not up to the mark. Expected better.
Bracevor Laptop Case for Apple Macbook Pro Retina 13.3 inch,5.0,Excellent product! Highly recommended.
"Sheetal Jewellery Brass, Alloy Jewel Set",4.62,Excellent product! Highly recommended.
Donex Hex Imprint 20 L Backpack,2.83,Not up to the mark. Expected better.
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",4.4,Loved it! Great quality and value for money.
Karatcraft Rikka Gold Diamond 18 K Ring,2.1,Has some flaws but works okay.
Samsung Pouch for Samsung Galaxy Note 510,3.32,"Decent quality, satisfied with the purchase."
Diti Jewellery Gold 18 K Ring,2.17,"Average product, not worth the price."
Fullcutdiamond FCDR7821R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,3.94,"Good product, but could be better."
Pezzava Printed Women's Wrap Around Skirt,4.59,Loved it! Great quality and value for money.
Shashvat Jewels The Charming Gold Diamond Yellow Gold 18 K Ring,2.66,Not up to the mark. Expected better.
Karatcraft Trilic Gold Diamond 18 K Ring,3.9,"Decent quality, satisfied with the purchase."
Radiant Bay Beauteous Black And White White Gold Diamond 18 K Ring,4.76,Amazing experience using this. Will buy again!
BlueStone The Unity Yellow Gold Diamond 18 K Ring,2.24,"Average product, not worth the price."
Rock Flip Cover for iPad Air,3.89,"Good product, but could be better."
Radiant Bay Modish Yellow Gold Diamond 14 K Ring,2.62,"Average product, not worth the price."
Radiant Bay Best of Halo for women Yellow Gold Diamond 14 K Ring,3.86,Value for money but has some minor issues.
"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",4.41,Amazing experience using this. Will buy again!
Radiant Bay Charismatic White Gold Diamond 14 K Ring,3.91,"Decent quality, satisfied with the purchase."
99Hunts Solid Women's Fashion Neck T-Shirt,3.33,"Decent quality, satisfied with the purchase."
DailyObjects Back Cover for Apple iPad 2/3/4,3.26,"Good product, but could be better."
JacknJewel Felicity Diamond Stone Gold 18K Yellow Gold 18 K Ring,3.33,"Good product, but could be better."
"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",4.8,Loved it! Great quality and value for money.
DailyObjects Back Cover for Apple iPad 2/3/4,4.89,Excellent product! Highly recommended.
"Craft Store India Hand Made Resin Durga Idol 7""x5"" Showpiece  -  17 cm",2.73,Has some flaws but works okay.
LinkedInLove White Gold Diamond White Gold 18 K Ring,4.25,Amazing experience using this. Will buy again!
DailyObjects Back Cover for Apple iPad 2/3/4,2.25,Not up to the mark. Expected better.
Jewels5 Helma Gold Diamond 18 K Ring,2.83,"Average product, not worth the price."
Fullcutdiamond FCDR3040R White Gold Diamond 18K White Gold 18 K Ring,4.02,Amazing experience using this. Will buy again!
The Fine World Fashionable Long Neck Piece Stone Jewel Set,3.3,"Decent quality, satisfied with the purchase."
Bajaj Majesty Grill Ultra Open Grill,4.13,Amazing experience using this. Will buy again!
Edel Shoulder Bag,3.15,"Good product, but could be better."
JEWEL FUEL Shoulder Bag,3.11,"Good product, but could be better."
Cottage Hand-held Bag,4.09,Excellent product! Highly recommended.
MSC Loafers,2.55,Not up to the mark. Expected better.
kamyaart Shoulder Bag,2.62,"Average product, not worth the price."
Four Paws Round Plastic Pet Bottle,2.32,Has some flaws but works okay.
BagsHub Shoulder Bag,3.98,"Good product, but could be better."
ALIFS Hand-held Bag,2.74,Not up to the mark. Expected better.
Brandvilla Shoulder Bag,3.51,"Decent quality, satisfied with the purchase."
SSM Hand-held Bag,4.95,Amazing experience using this. Will buy again!
BagsHub Shoulder Bag,3.33,Value for money but has some minor issues.
kamyaart Shoulder Bag,2.69,Not up to the mark. Expected better.
LefJord Men's Ankle Length Socks,2.4,Not up to the mark. Expected better.
Brandvilla Shoulder Bag,3.85,Value for money but has some minor issues.
MSL Trendy Loafers,4.59,Excellent product! Highly recommended.
Edel Shoulder Bag,4.3,Loved it! Great quality and value for money.
Texlon Men's Mid-calf Length Socks,3.32,"Good product, but could be better."
Four Paws oval Plastic Pet Bowl & Bottle,4.51,Amazing experience using this. Will buy again!
Texlon Men's Ankle Length Socks,2.53,Not up to the mark. Expected better.
VRCT 196 inch Green Rice Lights,3.52,"Decent quality, satisfied with the purchase."
VRCT 6 inch Multicolor Rice Lights,2.04,"Average product, not worth the price."
AYESHA Metal Chain,3.76,"Decent quality, satisfied with the purchase."
Foolzy Pack of 24 Lipsticks 84 g,5.0,Amazing experience using this. Will buy again!
Ekku Teddy Bear  - 12 inch,4.61,Loved it! Great quality and value for money.
Van Heusen Slim Fit Men's Trousers,2.41,Not up to the mark. Expected better.
Maybelline Super Stay 14 Hr Lipstick with Coral Craze Nail Enamel 3.3 g,3.0,Value for money but has some minor issues.
Arrow Sports Slim Fit Men's Trousers,2.08,Has some flaws but works okay.
Tidy Green Cotton Kitchen Linen Set,4.43,Amazing experience using this. Will buy again!
Tidy Blue Cotton Kitchen Linen Set,2.49,"Average product, not worth the price."
"Sakhi Styles Boys, Men",2.9,Has some flaws but works okay.
"Sakhi Styles Men, Boys",3.14,"Good product, but could be better."
Andrew Christian Men's Brief,2.28,"Average product, not worth the price."
RAA Men's Brief,4.91,Excellent product! Highly recommended.
AutoKraftZ Optimum Locking Device For Bajaj Pulsar 150 Helmet Lock,3.02,Value for money but has some minor issues.
Shadowfax STRAWBERRY_MAGNET Fridge Magnet,4.92,Excellent product! Highly recommended.
Nino Bambino Full Sleeve Polka Print Baby Girl's Sweatshirt,2.34,"Average product, not worth the price."
King George V Men's Brief,4.04,Amazing experience using this. Will buy again!
Dimpy Stuff Bear W/Scarf in Sitting 50Cm  - 50 cm,2.65,Has some flaws but works okay.
Zobello Stone Bracelet,4.87,Excellent product! Highly recommended.
Sonpra Baby Boy's Bodysuit,3.03,"Good product, but could be better."
Canon Toner Cartridge 416 Black,2.2,"Average product, not worth the price."
Radhika's World of Crafts Ganesha with Prabhavali Showpiece  -  19 cm,3.78,"Good product, but could be better."
"Collectible India Wooden Handpainted Ganesha Statue, Ganesh Idol Showpiece  -  20 cm",3.1,Value for money but has some minor issues.
Ursense Half Sleeve Solid Women's Sweatshirt,3.77,"Good product, but could be better."
Russell Athletic Full Sleeve Printed Women's Sweatshirt,3.23,"Decent quality, satisfied with the purchase."
Vvoguish Full Sleeve Printed Women's Sweatshirt,3.6,"Decent quality, satisfied with the purchase."
StyleToss Full Sleeve Solid Women's Sweatshirt,2.0,Has some flaws but works okay.
Wrangler Solid Men's Round Neck T-Shirt,4.83,Amazing experience using this. Will buy again!
Wells Smith Solid Men's Polo T-Shirt,2.25,Has some flaws but works okay.
Wolfpack Printed Men's Round Neck T-Shirt,3.89,Value for money but has some minor issues.
Wrangler Solid Men's V-neck T-Shirt,2.17,Has some flaws but works okay.
Wermin Solid Men's Round Neck T-Shirt,4.84,Loved it! Great quality and value for money.
Wrogn Solid Men's Polo Neck T-Shirt,4.21,Loved it! Great quality and value for money.
Wolf Printed Men's Polo Neck T-Shirt,3.51,"Decent quality, satisfied with the purchase."
Wrangler Printed Men's Round Neck T-Shirt,4.0,Excellent product! Highly recommended.
Wecart Graphic Print Men's V-neck T-Shirt,3.59,Value for money but has some minor issues.
Wolfpack Printed Men's Round Neck T-Shirt,3.16,"Good product, but could be better."
Wolfpack Printed Men's Round Neck T-Shirt,4.24,Amazing experience using this. Will buy again!
Wrogn Solid Men's Round Neck T-Shirt,3.75,"Good product, but could be better."
